一网打尽 (yi1,wang3,da3,jin4)
扣壶长吟 (kou4,hu2,chang2,yin2)
鉴机识变 (jian4,ji1,shi2,bian4)
送给 (song4,gei3)
旱魃为虐 (han4,ba2,wei4,nve4)
畏影恶迹 (wei4,ying3,e4,ji4)
齐心涤虑 (qi2,xin1,di2,lv4)
苍松翠柏 (cang1,song1,cui4,bai3)
调朱弄粉 (tiao2,zhu1,nong4,fen3)
昂藏七尺 (ang2,cang2,qi1,chi3)
痛入骨髓 (tong4,ru4,gu3,sui3)
低哑 (di1,ya3)
细长 (xi4,chang2)
过虑 (guo4,lv4)
均差 (jun1,cha4)
病入骨髓 (bing4,ru4,gu3,sui3)
藏锋敛颖 (cang2,feng1,lian3,ying3)
种豆得豆 (zhong4,dou4,de2,dou4)
松柏 (song1,bai3)
三瓦两舍 (san1,wa3,liang3,she3)
离魂倩女 (li2,hun2,qian4,nv3)
男婚女嫁 (nan2,hun1,nv3,jia4)
默而识之 (mo4,er2,shi2,zhi1)
真菌 (zhen1,jun1)
刺心刻骨 (ci4,xin1,ke4,gu3)
尨眉皓发 (mang2,mei2,hao4,fa4)
一大堆 (yi1,da4,dui1)
不耐烦 (bu4,nai4,fan2)
瓦楞子 (wa3,leng2,zi3)
给钱 (gei3,qian2)
薪尽火传 (xin1,jin4,huo3,chuan2)
七长八短 (qi1,chang2,ba1,duan3)
辨识 (bian4,shi2)
一朝天子一朝臣 (yi1,chao2,tian1,zi3,yi1,chao2,chen2)
宏材大略 (hong2,cai2,da4,lve4)
查岗 (cha2,gang3)
一文不值 (yi1,wen2,bu4,zhi2)
凫短鹤长 (fu2,duan3,he4,chang2)
独生女 (du2,sheng1,nv3)
朴讷诚笃 (pu3,ne4,cheng2,du3)
划不来 (hua2,bu4,lai2)
难分难舍 (nan2,fen1,nan2,she3)
远虑 (yuan3,lv4)
肥差 (fei2,cha4)
暗藏 (an4,cang2)
捧腹大笑 (peng3,fu4,da4,xiao4)
未识一丁 (wei4,shi2,yi1,ding1)
藏锋敛锐 (cang2,feng1,lian3,rui4)
不学无识 (bu4,xue2,wu2,shi2)
藏锋敛锷 (cang2,feng1,lian3,e4)
供事 (gong4,shi4)
起死人而肉白骨 (qi3,si3,ren2,er2,rou4,bai2,gu3)
草头天子 (cao3,tou2,tian1,zi3)
左膀右臂 (zuo3,bang3,you4,bi4)
念叨 (nian4,dao1)
查帐 (cha2,zhang4)
校园 (xiao4,yuan2)
醇厚 (chun2,hou4)
夸多斗靡 (kua1,duo1,dou4,mi2)
寸长片善 (cun4,chang2,pian4,shan4)
奄奄一息 (yan3,yan3,yi1,xi1)
使劲 (shi3,jin4)
不打不相识 (bu4,da3,bu4,xiang1,shi2)
鹰心雁爪 (ying1,xin1,yan4,zhao3)
绿衣使者 (lv4,yi1,shi3,zhe3)
一成不变 (yi1,cheng2,bu4,bian4)
住处 (zhu4,chu4)
柬帖 (jian3,tie3)
长七短八 (chang2,qi1,duan3,ba1)
晕车 (yun4,che1)
相识 (xiang1,shi2)
白骨 (bai2,gu3)
栅子 (zha4,zi3)
旅差费 (lv3,cha4,fei4)
靡所适从 (mi2,suo3,shi4,cong2)
侯门深似海 (hou2,men2,shen1,si4,hai3)
不肖 (bu4,xiao4)
入理切情 (ru4,li3,qie1,qing2)
不胜 (bu4,sheng4)
兴如嚼蜡 (xing4,ru2,jiao2,la4)
溜达 (liu1,da2)
女大当嫁 (nv3,da4,dang1,jia4)
柏舟之节 (bai3,zhou1,zhi1,jie2)
一言为定 (yi1,yan2,wei2,ding4)
暴虐无道 (bao4,nve4,wu2,dao4)
轩鹤冠猴 (xuan1,he4,guan4,hou2)
隐占身体 (yin3,zhan4,shen1,ti3)
长安棋局 (chang2,an1,qi2,ju2)
松柏寒盟 (song1,bai3,han2,meng2)
不舍 (bu4,she3)
吾自有处 (wu2,zi4,you3,chu3)
靡衣玉食 (mi2,yi1,yu4,shi2)
九天仙女 (jiu3,tian1,xian1,nv3)
外甥女 (wai4,sheng1,nv3)
柜房 (gui4,fang2)
电位差 (dian4,wei4,cha4)
暴虐 (bao4,nve4)
长生久视 (chang2,sheng1,jiu3,shi4)
徼幸 (jiao3,xing4)
朴直 (pu3,zhi2)
女大十八变 (nv3,da4,shi2,ba1,bian4)
女儿墙 (nv3,er2,qiang2)
便人 (bian4,ren2)
背带 (bei1,dai4)
刺心切骨 (ci4,xin1,qie4,gu3)
履足差肩 (lv3,zu2,cha4,jian1)
历历可数 (li4,li4,ke3,shu3)
寡情薄意 (gua3,qing2,bao2,yi4)
手脚干净 (shou3,jiao3,gan1,jing4)
贩夫俗子 (fan4,fu1,su2,zi3)
远识 (yuan3,shi2)
困心横虑 (kun4,xin1,heng2,lv4)
肩挑 (jian1,tiao1)
六韬三略 (liu4,tao1,san1,lve4)
彻查 (che4,cha2)
待贾而沽 (dai4,jia4,er2,gu1)
各为其主 (ge4,wei4,qi2,zhu3)
铺盖卷 (pu1,gai4,juan3)
铭心刻骨 (ming2,xin1,ke4,gu3)
长戟高门 (chang2,ji3,gao1,men2)
无名帖 (wu2,ming2,tie3)
笼鸟槛猿 (long2,niao3,jian4,yuan2)
反射定律 (fan3,she4,ding4,lv4)
哈喇子 (ha1,la3,zi3)
还贷 (huan2,dai4)
栏干 (lan2,gan1)
轻繇薄赋 (qing1,yao2,bao2,fu4)
侯门如海 (hou2,men2,ru2,hai3)
逸兴遄飞 (yi4,xing4,chuan2,fei1)
过载 (guo4,zai4)
大处着眼 (da4,chu4,zhuo2,yan3)
载频 (zai4,pin2)
大显神通 (da4,xian3,shen2,tong1)
女貌郎才 (nv3,mao4,lang2,cai2)
灰心丧意 (hui1,xin1,sang4,yi4)
八大山人 (ba1,da4,shan1,ren2)
软骨 (ruan3,gu3)
待查 (dai4,cha2)
木笼 (mu4,long2)
男才女貌 (nan2,cai2,nv3,mao4)
律条 (lv4,tiao2)
私淑弟子 (si1,shu1,di4,zi3)
一无可取 (yi1,wu2,ke3,qu3)
藏器待时 (cang2,qi4,dai4,shi2)
运转 (yun4,zhuan4)
库藏 (ku4,cang2)
毛骨耸然 (mao2,gu3,song3,ran2)
骨寒毛竖 (gu3,han2,mao2,shu4)
运载 (yun4,zai4)
使女 (shi3,nv3)
裂裳衣疮 (lie4,shang5,yi1,chuang1)
丧心病狂 (sang4,xin1,bing4,kuang2)
长驱直进 (chang2,qu1,zhi2,jin4)
丧失殆尽 (sang4,shi1,dai4,jin4)
核子 (he2,zi3)
侵占 (qin1,zhan4)
侄女 (zhi2,nv3)
滴水不漏 (di1,shui3,bu4,lou4)
垸子 (yuan4,zi3)
泽及枯骨 (ze2,ji2,ku1,gu3)
可发一噱 (ke3,fa1,yi1,jue2)
佣工 (yong1,gong1)
气贯长虹 (qi4,guan4,chang2,hong2)
冠绝一时 (guan4,jue2,yi1,shi2)
翠绿 (cui4,lv4)
傲骨嶙嶙 (ao4,gu3,lin2,lin2)
衣着 (yi1,zhuo2)
携男挈女 (xie2,nan2,qie4,nv3)
估摸 (gu1,mo1)
女校长 (nv3,xiao4,zhang3)
灯尽油干 (deng1,jin4,you2,gan1)
倒因为果 (dao3,yin1,wei2,guo3)
侍女 (shi4,nv3)
村夫俗子 (cun1,fu1,su2,zi3)
乾乾翼翼 (qian2,qian2,yi4,yi4)
弹琴 (tan2,qin2)
重启 (chong2,qi3)
车辙马迹 (che1,zhe2,ma3,ji4)
道长论短 (dao4,chang2,lun4,duan3)
朴素 (pu3,su4)
片纸只字 (pian4,zhi3,yan2,zi4)
吕端大事不糊涂 (lv3,duan1,da4,shi4,bu4,hu2,tu2)
挑肥拣瘦 (tiao1,fei2,jian3,shou4)
豪取智笼 (hao2,qu3,zhi4,long2)
小钱柜 (xiao3,qian2,gui4)
柏舟之誓 (bai3,zhou1,zhi1,shi4)
查核 (cha2,he2)
戏园子 (xi4,yuan2,zi3)
极情尽致 (ji2,qing2,jin4,zhi4)
滤过 (lv4,guo4)
查检 (cha2,jian3)
便宜行事 (bian4,yi4,xing2,shi4)
一臂之力 (yi1,bi4,zhi1,li4)
皮笑肉不笑 (pi2,xiao4,rou4,bu4,xiao4)
鼓囊囊 (gu3,nang1,nang5)
侠女 (xia2,nv3)
所到之处 (suo3,dao4,zhi1,chu4)
禁得住 (jin1,de5,zhu4)
柜橱 (gui4,chu2)
五音六律 (wu3,yin1,liu4,lv4)
烹犬藏弓 (peng1,quan3,cang2,gong1)
怨女 (yuan4,nv3)
物美价廉 (wu4,mei3,jia4,lian2)
占便宜 (zhan4,pian2,yi2)
长街短巷 (chang2,jie1,duan3,xiang4)
过长 (guo4,chang2)
不胫而走 (bu4,jing4,er2,zou3)
说短道长 (shuo1,duan3,dao4,chang2)
柏油 (bai3,you2)
言不尽意 (yan2,bu4,jin4,yi4)
仔猪 (zi3,zhu1)
脆弱 (cui4,ruo4)
不论 (bu4,lun4)
石磨 (shi2,mo2)
势孤力薄 (shi4,gu1,li4,bao2)
固着 (gu4,zhuo2)
内侄女 (nei4,zhi2,nv3)
恰切 (qia4,qie1)
数往知来 (shu3,wang3,zhi1,lai2)
囚笼 (qiu2,long2)
办事处 (ban4,shi4,chu4)
书不尽意 (shu1,bu4,jin4,yi4)
长明灯 (chang2,ming2,deng1)
一无所长 (yi1,wu2,suo3,chang2)
虎而冠 (hu3,er2,guan4)
重男轻女 (zhong4,nan2,qing1,nv3)
论长说短 (lun4,chang2,shuo1,duan3)
